Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,CA,2020,"12        ",Male,17,Right-Handed,167.6,26,70,2,Bus,30,0.311,40,Basketball,900,900,1000,900,800,800,26,"Same length",80,70,"Index finger",December,Winter,No,No,Poultry,Water,Science,8,9,5,"Yes - broadband connection","Text messaging",50,50,10,2,36,5,6,0,7,3,70,0,0,6,Some,"Graduate degree",Pop,"Freeze time",Happy,"Religious figure",Religious
USA,CA,2013,"12        ",Male,17,Right-Handed,183,27,178,2,Car,40,.321,50,None,70,60,85,80,80,90,27,"Same length",90,100,"Ring finger",December,Spring,No,No,Fruit,Water,Art,7,9,3,"Yes - broadband connection",,100,80,8,1,14,6,1,1,2,4,50,6,0,2,"A lot","Graduate degree",Country,"Freeze time",Happy,Friend,"Education/Youth development"
USA,CA,2023,"12        ",Female,16,Right-Handed,4'11,23.5,142,2,Walk,20,0.474,75,Other,500,500,500,700,900,1000,23,"Same length",63,63,"Same length",July,Winter,No,No,Pizza/Pasta,Water,Science,5,8,7,"Yes - broadband connection","Internet chat or instant messaging",100,50,7,2,20,40,5,2,30,30,2,2,0,2,Some,"Graduate degree","Rap/Hip hop",Telepathy,Rich,"Musician or singer",Health
USA,CA,2020,"12        ",,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,"12        ",Male,17,Ambidextrous,175,26,174,2,Walk,5,0.274,39,Basketball,727,299,1000,497,147,1000,25,"Right foot",76,68,"Index finger",May,Summer,No,No,Meat,,Other,7,1,7,"Yes - broadband connection","In person",30,45,7,0,,,,,,,,,,,,,,,,,
USA,CA,2016,"10        ",Male,16,Right-Handed,67,25,168,2,Walk,30,.216,30,"Football (American)",679,723,501,445,428,745,25,"Same length",27.5,30,"Ring finger",March,Winter,No,No,Seafood,Water,"Physical education",8,6,3,"Yes - broadband connection","In person",0,0,0,0,8,15,15,7,0,0,10,4,0,3,"Very little",Other,Other,Telepathy,Happy,Teacher,"International aid"
USA,CA,2020,"12        ",Male,16,Right-Handed,171,26,180,1,Walk,9,0.34,48,Walking/Hiking,1000,1000,1000,1000,914,877,26,"Same length",76,74,"Index finger",February,Winter,No,No,"No favorite",Water,"Social studies",7,6,5,"Yes - broadband connection","Internet chat or instant messaging",19,24,23,4,17,19,3,17,14,12,34,12,0,9,Some,"Graduate degree",Other,Telepathy,Happy,Other,"International aid"
USA,CA,2021,"11        ",Female,15,Right-Handed,150,22,158,2,Walk,20," 0.48",41,None,500,500,500,500,500,1000,21,"Right foot",70,75,"Ring finger",September,Winter,No,No,"No favorite",Water,Other,8,10,13,"Yes - other","In person",50,50,3,0,20,5,0,0,100,5,100,0,0,5,"A lot","High school",Pop,"Freeze time",Rich,Other,Health
USA,CA,2014,"10        ",Male,16,Right-Handed,168,24,85,1,Car,10,.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2011,"12        ",Male,17,Right-Handed,187.9,33.0,195.7,1,Car,6,.47,58,Cycling,800,700,400,,500,700,33.0,"Same length",17,18,"Ring finger",April,Winter,No,No,Poultry,Water,"Physical education",8,9,4,"Yes - broadband connection","In person",6,11,6,1,8,5,10,8,20,2,20,15,7,4,,,,,,,
USA,CA,2018,"12        ",Female,17,Right-Handed,157,23,160,2,Walk,13,0.363,35,Walking/Hiking,1000,950,1000,900,750,900,23,"Same length",70,70,"Ring finger",February,Summer,No,No,"No favorite",Water,Science,6,9,4,"Yes - broadband connection","Internet chat or instant messaging",50,75,6,1,15,25,10,2,5,10,70,3,0,5,Some,"Graduate degree",Other,"Freeze time",Happy,Relative,Environment
USA,CA,2015,"12        ",Female,17,Right-Handed,158,28,75,1,Car,10,0.46,58,Golf,2,3,50,40,100,1000,28,"Same length",60,70,"Same length",February,Winter,Yes,No,Breads/Sandwiches,Water,"Mathematics and statistics",9,9,4,"Yes - other","Text messaging",100,100,1,0,7,15,13,0,5,10,9,0,0,0,Some,"Undergraduate degree",Pop,Fly,Famous,"Sports person","Wildlife, animals"
USA,CA,2015,"12        ",Male,17,Right-Handed,171,17,171,3,Walk,20,.413,40,"Table Tennis",700,700,800,700,999,1000,17,"Same length",80,80,"Ring finger",December,Winter,No,No,"Rice/Noodle dishes",Water,"Mathematics and statistics",9,3,3,"Yes - broadband connection","Text messaging",10,10,18,0,20,5,0,5,12,10,30,10,10,10,"A lot","Some college",Other,Telepathy,Happy,Relative,Other
USA,CA,2023,"12        ",Female,18,Right-Handed,155,23,155,1,Car,8,.277,36,Dancing,647,235,433,861,1000,1000,23,"Same length",76,70,"Index finger",December,Fall,Yes,No,"No favorite",Water,Music,5,9,4,"Yes - broadband connection","Internet chat or instant messaging",40,30,3,.5,6,5,10,14,70,70,200,3,30,4,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Healthy,"Musician or singer","International aid"
USA,CA,2018,"12        ",Female,18,Right-Handed,,9,153,2,Walk,30,,,Basketball,1000,1000,1000,1000,1000,1000,,"Same length",,,"Same length",February,Fall,Yes,No,Other,Water,Art,7,7,7,"No internet connection","Text messaging",100,35,2,1,3,8,0,0,4,10,0,0,11,1,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,"Business person",Health
USA,CA,2021,"11        ",Male,17,Right-Handed,174,24,179,1.5,Car,10,.269,39,Other,1000,909,925,893,241,241,24,"Same length",76,81,"Ring finger",July,Winter,No,No,"Rice/Noodle dishes",Water,Art,7,7,5,"Yes - broadband connection",Other,1,0,0,20,10,7,2,9,10,1,10,10,0,6,Some,"Some college","Rap/Hip hop","Freeze time",Famous,Relative,Health
USA,CA,2023,"12        ",Male,17,Right-Handed,172.7,24.13,,1,Car,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2023,"12        ",Female,17,Right-Handed,165.5,24,140,2,Car,10,0.691,27,Athletics,1000,900,1000,700,700,900,24,"Same length",73,87,"Ring finger",November,Winter,Yes,No,Pizza/Pasta,Water,"Physical education",7,9,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,"12        ",Male,17,Right-Handed,162.6,22.8,81.3,2,Car,10,.42,35,Running/Jogging,1000,900,950,500,1000,1000,22.8,"Same length",76.2,78.4,"Ring finger",December,Winter,No,No,Poultry,Tea,Other,7,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",600,1000,7,3,4,100,20,20,100,100,90,120,0,10,"A lot","Some college","Rap/Hip hop",Fly,Rich,Teacher,Environment
USA,CA,2016,"12        ",Female,17,Right-Handed,164,23,154,1,Car,7,,,Dancing,,,,,,,23.5,"Left foot",70,65,"Ring finger",July,Winter,No,No,Pizza/Pasta,Water,English,7,10,3,"Yes - broadband connection","Text messaging",200,200,5,2,45,9,3,0,7,10,10,4,0,3,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Healthy,Relative,"International aid"
USA,CA,2017,"12        ",Female,16,Right-Handed,158,23,166,3,Car,10,0.493,55,Other,800,600,700,800,1000,1000,23,"Same length",7,7,"Ring finger",August,Winter,No,No,Other,Water,"Computers and technology",6.5,7,3,"Yes - broadband connection","Text messaging",12,14,0,0,7,0,6,0,3,1,40,0,0,0,Some,"Undergraduate degree",Classical,"Super strength",Happy,"Business person","International aid"
USA,CA,2021,"12        ",Male,17,Right-Handed,176,25,179,2,Car,10,0.18,46,Walking/Hiking,650,600,300,500,900,1000,25,"Same length",85,98,"Ring finger",April,Summer,No,No,"No favorite",Water,English,6,10,3,"Yes - broadband connection","Internet chat or instant messaging",100,100,5,0.5,15,2,5,10,10,3,30,0,0,0,Some,"Undergraduate degree",Pop,"Freeze time",Happy,Relative,Environment
USA,CA,2018,"9         ",Male,14,Right-Handed,171,25,170,4,Walk,10,0.292,20,Other,1000,1000,1000,1000,813,743,25,"Same length",90,80,"Index finger",April,Winter,Yes,No,"Rice/Noodle dishes",Water,"Computers and technology",6,10,5,"Yes - broadband connection","Internet chat or instant messaging",90,120,12,3,8,12,10,15,15,16,20,4,0,6,Some,"Graduate degree","Punk rock","Freeze time",Healthy,Other,"Education/Youth development"
USA,CA,2018,"9         ",Male,15,Right-Handed,172,31,168,2,Car,5,.246,40,None,845,610,807,631,711,626,31,"Same length",77,81,"Ring finger",March,Winter,No,No,"Rice/Noodle dishes",Water,History,8,7,2,"Yes - other","Internet chat or instant messaging",0,1,3,1,2,2,0,30,25,12,40,0,0,2,"Very little","Graduate degree",Other,"Freeze time",Rich,Other,"Education/Youth development"
USA,CA,2023,"11        ",Female,17,Left-Handed,149.8,20.5,132.0,2,Car,15,0.468,52,None,882,1000,909,706,733,743,20.5,"Same length",40,70,"Ring finger",August,Spring,No,No,Desserts,Tea,Art,8,6,4,"Yes - other","Text messaging",0,7,40,0,3,12,0,50,50,3,50,0,0,2,"Very little","Graduate degree",Other,Fly,Rich,Other,Environment
USA,CA,2022,"12        ",Female,17,Left-Handed,147.3,22.4,92.04,2,Car,10,0.36,47,Other,300,300,500,400,700,900,22.5,"Left foot",7.2,6.2,"Index finger",July,Fall,No,No,Meat,Coffee,Music,3-4,2-4,8,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",47,42,60,0,2-3,10,0,7,13,40,70,9,0,4,Some,"High school","Rock and roll",Fly,Rich,"Business person","International aid"
USA,CA,2024,"4         ",Female,59,Right-Handed,157.4,155,23,1,Car,25,0.674,47,Swimming,1000,,1000,1000,1000,1000,23,"Same length",69.85,69.85,"Same length",June,Summer,Yes,No,Seafood,Water,Science,5,5,4,"Yes - broadband connection","Text messaging",6,7,2,,2,1,10,3,0,3,40,4,40,14,"A lot","Graduate degree",Pop,Telepathy,Happy,"Musician or singer",Environment
USA,CA,2014,"12        ",Female,17,Right-Handed,152.4,22.5,145,2,Car,22,0.861,54,Dancing,1000,1000,800,1000,1000,1000,22,"Right foot",68,74,"Ring finger",March,Fall,Yes,No,Soups,Water,English,8,8,4,"Yes - broadband connection","Text messaging",200,350,15,2,10,5,8,0,4,4,,,,,,,,,,,
USA,CA,2018,"12        ",Male,16,Right-Handed,164,22,168,2,Walk,6,0.312,56,Baseball/Softball,1000,604,1000,503,503,100,22,"Same length",70,28,"Index finger",September,Spring,No,No,Meat,Water,History,7,11,6,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",14,12,2,0,2,2,0,3,3,1,4,0,0,0,Some,"Graduate degree",Other,"Freeze time",Rich,Politician,Health
USA,CA,2017,"12        ",Male,18,Right-Handed,170.1,27,168,1,Car,20,0.435,47,Other,400,800,800,200,800,800,27,"Same length",85,87,"Ring finger",June,Summer,No,No,Meat,Water,Science,4,9,3,"Yes - broadband connection","Text messaging",8,42,468,.1,,,,,,,,,,,,,,,,,
USA,CA,2012,"12        ",Male,16,Right-Handed,175.5,25,179,1,Car,8,.354,32,Basketball,317,89,700,898,1000,999,27,"Left foot",90,85,"Index finger",December,Summer,No,No,Poultry,Tea,"Mathematics and statistics",8,11,3,"Yes - broadband connection","Text messaging",10,15,168,1,15,5,20,1,1,5,10,1,0,7,"A lot","Graduate degree","Rap/Hip hop","Super strength",Rich,"Musician or singer",Health
USA,CA,2012,"7         ",Female,13,Right-Handed,159,17.7,155,1,Car,25,.394,49,"Martial Arts",807,770,636,701,32,123,17.7,"Same length",7.6,7.6,"Same length",November,Summer,No,Yes,Other,Water,Art,7,12,2,"Yes - broadband connection","Cell phone",0,0,79,20,80,20,7,14,15,17,14,5,0,1,"A lot","Graduate degree",Pop,Telepathy,Famous,"Musician or singer",Religious
USA,CA,2012,"12        ",Female,16,Right-Handed,164,22,164,1,Car,20,.328,38,Swimming,86,86,32,32,37,37,24,"Left foot",75,75,"Same length",September,Summer,No,No,Meat,Other,Art,6,7,4,"Yes - other","Text messaging",400,400,28,27,10,25,23,0,3,82,4,5,42,5,Some,Other,"Rock and roll",Invisibility,Happy,Relative,Health
USA,CA,2014,"12        ",Female,17,Right-Handed,168.9,24.4,160,2,Car,12,0.515,35,Other,1000,700,700,600,100,300,24.6,"Left foot",6.2,6.4,"Ring finger",August,Winter,No,No,Salads,Water,Art,8,8,6,"Yes - broadband connection","Text messaging",121,135,6,3,15,3,2,3,10,8,10,10,4,3,"A lot","Undergraduate degree",Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,CA,2015,"12        ",Male,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2016,"4         ",Male,17,Right-Handed,183,26,178,3,Car,5,.279,33,Basketball,899,755,689,950,1000,1000,27,"Left foot",172,179,"Ring finger",June,Winter,Yes,No,Meat,Water,"Computers and technology",4.5,10,4,"Yes - broadband connection","Internet chat or instant messaging",200,200,4,35,7,2,1,10,20,2,49,0,0,2,"A lot","Graduate degree",Techno/Electronic,"Freeze time",Rich,"Business person",Environment
USA,CA,2014,"12        ",Female,18,Right-Handed,160,24,157,1,Car,7,.383,48,Running/Jogging,800,900,1000,1000,900,900,23,"Right foot",70,70,"Same length",January,Summer,No,No,Poultry,Water,"Social studies",7,8,5,"Yes - broadband connection","Text messaging",80,80,115,3,8,12,15,8,35,112,10,12,0,5,Some,"Graduate degree","Rap/Hip hop","Freeze time",Happy,"Religious figure",Health
USA,CA,2021,"12        ",Male,45,Ambidextrous,7,98,356,17,"Rail (Train/Tram/Subway)",98,0.03,7,None,0,0,0,0,0,0,3,"Right foot",97,5,"Index finger",January,Spring,Yes,Yes,Soups,Milk,"Physical education",57,2,1,"Yes - broadband connection","In person",99466,2,0,0,0,0,0,0,0,0,0,0,0,0,None,"Less than high school",Classical,"Super strength",Rich,Other,Other
USA,CA,2016,"9         ",Female,16,Right-Handed,"5 ",,,2,Car,"12 ",0.792,50,Dancing,80,80,90,,,,,,,,,January,Spring,Yes,No,Meat,"Soft drink (caffeinated)",History,8,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",100,120,2,7,5,2,3,0,7,7,4,7,0,3,Some,"Graduate degree",Pop,Telepathy,Happy,Teacher,"Wildlife, animals"
USA,CA,2017,"12        ",Male,17,Right-Handed,181.1,21.2,181.3,2,"Rail (Train/Tram/Subway)",35,0.417,36,Baseball/Softball,50050,555,600,400,500,550,21.8,"Left foot",88.9,101.6,"Index finger",June,Winter,No,No,Desserts,"Soft drink (caffeinated)","Computers and technology","7.5 ",9,5,"Yes - broadband connection","Text messaging",500,500,2,5,4,3,4,7,2,40,11,20,10,3,None,Other,"Rock and roll","Freeze time",,Other,Religious
USA,CA,2020,"7         ",Male,13,Right-Handed,5'6,40,40,2,Bus,30,1,2,Soccer,1000,1000,1000,1000,1000,99999,40,"Same length",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2022,"4         ",Male,17,Left-Handed,180,27,180,1,Car,15,.302,34,Baseball/Softball,1000,1000,1000,1000,300,400,27,"Same length",10,11,"Ring finger",March,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",10,8,6,"Yes - broadband connection","Text messaging",30,35,15,1,5,5,20,5,10,"1 ",20,4,0,1,Some,"Graduate degree","Rap/Hip hop",Fly,Happy,Relative,Health
USA,CA,2022,"12        ",Male,17,Right-Handed,180,28,186,1,Skateboard/Scooter/Rollerblade,15,0.364,36,Soccer,904,519,433,439,187,198,28,"Same length",75,85,"Ring finger",June,Summer,Yes,Yes,Breads/Sandwiches,Water,"Social studies",7,9,4,"Yes - broadband connection",Other,60,60,9,.5,3,15,7,15,20,1,63,2,15,1,Some,"Undergraduate degree","Punk rock",Fly,Happy,Other,"Arts, culture, sports"
USA,CA,2018,"12        ",Female,17,Right-Handed,158,25.5,152.5,1,Car,20,0.713,"46 ",Skateboarding/Rollerblading,600,800,700,500,700,900,24,"Right foot",70,65,"Index finger",November,Fall,Yes,No,Pizza/Pasta,Water,Art,8,10,2-3,"Yes - other","Text messaging",21,32,6,2,10,1,0,0,15,20,75,8,0,0,"A lot","Graduate degree",Other,"Freeze time",Happy,Relative,"International aid"
USA,CA,2017,"11        ",Male,16,Right-Handed,180,28,176,2,Bicycle,15,0.416,39,"Table Tennis",750,950,850,800,800,1000,26,"Right foot",94,101,"Ring finger",March,Summer,No,No,Desserts,Water,"Computers and technology",6,8,4,"Yes - broadband connection","Internet chat or instant messaging",10,20,3,1,25,6,2,3,5,5,40,1,0,1,"A lot","Graduate degree",Classical,"Freeze time",Happy,"Musician or singer","Arts, culture, sports"
USA,CA,2015,"12        ",Female,17,Right-Handed,167.6,26,156,2,Car,6,.4,36,Lacrosse,300,500,600,200,500,400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2017,"12        ",Male,17,Right-Handed,167,26,157,3,Bus,90,0.246,48,Basketball,1000,1000,1000,1000,564,200,26,"Same length",800,900,"Ring finger",March,Winter,Yes,Yes,"Rice/Noodle dishes",Water,Science,3,8,4,"Yes - broadband connection","Internet chat or instant messaging",45,35,3,5,8,2,5,1,24,24,3,0,0,6,"Very little","Graduate degree","Rap/Hip hop","Freeze time",Happy,"Coach or club leader","Education/Youth development"
USA,CA,2017,"9         ",Female,14,Right-Handed,159,20,161,2,Bus,90,0.374,44,Running/Jogging,439,503,1000,422,128,139,21,,7,7,"Same length",November,Fall,No,No,Meat,Water,Art,9,11,2,"Yes - other","Myspace, Facebook, other social networking sites, or blog",25,30,21,49,21,0,42,14,28,14,49,0,0,49,,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Teacher,"Wildlife, animals"
USA,CA,2016,"11        ",Male,17,Right-Handed,71,12,71,2,Walk,5,,,Cycling,850,1000,1000,940,200,,12,"Same length",3,3,"Ring finger",October,Summer,No,No,Seafood,"Soft drink (caffeinated)","Mathematics and statistics",6,10,7,"No internet connection",,2250,2250,15,20,15,3,10,0,4,35,4,0,0,3,"Very little","Some college","Rap/Hip hop",Fly,Happy,Friend,"International aid"
USA,CA,2022,"12        ",Male,16,Right-Handed,182.8,27.94,,2,Car,10,0.384,43,Soccer,400,500,600,500,300,300,27.94,"Same length",,,"Index finger",July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2023,"11        ",Male,17,Right-Handed,2195,26,180,1,Walk,20,0.351,46,Walking/Hiking,1000,807,636,535,385,219,26,"Same length",70,75,"Ring finger",November,Fall,Yes,No,Pizza/Pasta,Water,"Mathematics and statistics",7,9,4,"Yes - broadband connection","In person",0,1,7,0,5,3.5,0,21,28,1,28,3.5,10,0,None,"Graduate degree",Classical,Invisibility,Happy,Other,Environment
USA,CA,2019,"12        ",Male,17,Right-Handed,175,24,,2,Car,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2012,"12        ",Female,16,Right-Handed,160,22,152,1,Car,4,.373,27,Baseball/Softball,603,421,767,854,1000,1000,24,"Left foot",80,73,"Index finger",January,Fall,No,No,"Rice/Noodle dishes",Water,History,6.5,9,5,"Yes - broadband connection","Text messaging",175,175,50,20,8,8,3,0,10,168,10,8,20,5,Some,Other,"Rap/Hip hop","Freeze time",Happy,Relative,"Education/Youth development"
USA,CA,2016,"12        ",Female,17,Right-Handed,160,22,160,3,Bus,20,.19,35,Basketball,1000,1000,1000,1000,700,700,22,"Same length",60,60,"Same length",April,Spring,No,No,Pizza/Pasta,"Soft drink (caffeinated)",Art,5,9,3,"Yes - broadband connection","Internet chat or instant messaging",164,178,13,5,18,7,1,2,20,20,25,19,0,10,"A lot","Graduate degree",Pop,Telepathy,Happy,Friend,"International aid"
USA,CA,2016,"12        ",Female,16,Right-Handed,170,21,40,1,Car,10,.45,59,Running/Jogging,500,500,500,500,1000,1000,20,"Right foot",30,30,"Same length",September,Summer,No,No,Salads,Water,English,8,8,5,"Yes - other","Text messaging",500,500,48,2,7,96,2,0,5,24,5,7,0,7,Some,"Undergraduate degree",Other,Telepathy,Healthy,Relative,Health
USA,CA,2024,"12        ",Female,17,Right-Handed,167,26,163,2,Walk,5,0.357,36,None,476,476,176,396,1000,1000,26,"Same length",80,84,"Ring finger",May,Fall,Yes,No,Meat,Water,Other,6,8,4,"Yes - broadband connection","Internet chat or instant messaging",500+,500+,30,70,10,10,2,1,140,168,168,2,0,0,Some,"Graduate degree","Rhythm and blues (R&B)",Fly,Rich,Friend,"Wildlife, animals"
USA,CA,2024,"12        ",Male,18,Right-Handed,174,25.5,172,2,Car,15,.301,46,Soccer,820,780,750,773,940,999,25.6,"Right foot",103,105,"Ring finger",January,Summer,No,No,Other,Water,History,7,8,5,"Yes - broadband connection","Internet chat or instant messaging",45,50,9,2,10,6,14,3,13,7,8,1,0,4,"Very little","Graduate degree",Pop,Telepathy,Happy,Relative,"International aid"
USA,CA,2019,"9         ",Female,14,Right-Handed,155,22,155,2,Car,10,0.31,31,Other,759,620,631,503,353,342,21,"Right foot",7.1,7.1,"Same length",October,Fall,No,No,"Rice/Noodle dishes",Juice,"Mathematics and statistics",5,11,5,"Yes - broadband connection","In person",15,20,21,6,18,7,18,0,5,3,4,0,0,3,"A lot","Graduate degree","Rhythm and blues (R&B)",Telepathy,Happy,Friend,"Arts, culture, sports"
USA,CA,2022,"12        ",Male,18,Right-Handed,178,26,165,2,Car,40,0.298,49,Bowling,900,700,700,600,900,1000,26,"Same length",60,70,"Same length",December,Winter,No,No,"Rice/Noodle dishes",Water,History,6,5,4,"Yes - broadband connection","Text messaging",50,60,5,3,3,5,3,15,20,4,20,0,0,0,"Very little","Undergraduate degree","Rap/Hip hop",Fly,Rich,Relative,Health
USA,CA,2015,"8         ",Female,12,Right-Handed,147.3,12.5,149.8,2,Car,15,.388,46,Baseball/Softball,390,636,733,540,123,658,12.45,"Right foot",,,"Ring finger",November,Fall,No,No,Pizza/Pasta,Water,"Social studies",8,5,5,"Yes - broadband connection","Text messaging",8,13,10,0,10,15,10,0,4,2,5,4,1,1.5,"A lot","Graduate degree",Pop,"Freeze time",Happy,Actor,Other
USA,CA,2024,"12        ",Female,17,Right-Handed,162,23,162,2,Skateboard/Scooter/Rollerblade,3,.539,36,Skateboarding/Rollerblading,1000,1000,300,100,1000,1000,23.5,"Left foot",75,65,"Index finger",March,Spring,Yes,Yes,"Rice/Noodle dishes",Water,Science,7,9,3,"Yes - other","In person",5,5,3,7,20,7,5,0,21,3,21,2,2,14,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Doctor or nurse","Wildlife, animals"
USA,CA,2020,"12        ",Female,17,Left-Handed,163,23,140,1,Car,15,.571,57,Golf,1000,1000,1000,1000,1000,1000,23,"Same length",90,95,"Ring finger",May,Summer,No,No,Pizza/Pasta,Water,"Computers and technology",6,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",200,200,10,5,20,30,2,3,10,1,50,5,15,0,"A lot","Graduate degree",Pop,"Freeze time",Rich,Politician,"International aid"
USA,CA,2022,"11        ",Female,17,Right-Handed,5.3,23,170,2,Car,10,0.49,46,Basketball,1000,610,856,1000,567,1000,23,"Same length",7,"7 1/2","Index finger",July,Winter,No,No,Meat,Water,Art,8,6,7,"Yes - broadband connection","Text messaging",50,50,17,10,20,50,4,0,30,20,0,30,0,20,Some,"Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,"Arts, culture, sports"
USA,CA,2019,"7         ",Male,12,Right-Handed,119,21,138,1,Car,15,0.392,38,Other,930,925,1000,513,53,21,20,"Right foot",65,75,"Ring finger",July,Summer,No,No,Fruit,Milk,English,9,8.5,5,"Yes - broadband connection","Text messaging",1,4,20,1,2.5,21,21,5,0,10,5,5,0,10,"Very little","Graduate degree",Pop,"Freeze time",Happy,Relative,Health
USA,CA,2017,"12        ",Female,17,Right-Handed,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2015,"8         ",Female,13,Right-Handed,170.1,27,167.6,2,Car,15,".52 ",31,Soccer,1000,1000,1000,1000,100,150,28,"Left foot",7.5,8,"Ring finger",November,Winter,No,No,"No favorite",Water,Art,10,12,6,"Yes - other","Cell phone",50,55,7,0,1,24,2,1,6,6,2,2,0,1,Some,"Graduate degree","Rap/Hip hop",Telepathy,Healthy,"Musician or singer",Health
USA,CA,2020,"12        ",Male,16,Right-Handed,167,24,175,1,Car,10,0.32,40,Basketball,500,600,350,400,900,1000,24,"Same length",72,79,"Ring finger",October,Summer,No,No,Meat,Water,"Mathematics and statistics",8,8,2,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",10,15,4,1,7,5,2,12,3,1,15,4,3,1,Some,"Undergraduate degree","Rap/Hip hop",Telepathy,Happy,"Sports person","International aid"
USA,CA,2017,"11        ",Male,16,Right-Handed,175,26,180,3,Car,25,0.33,41,Soccer,600,600,700,700,800,800,26,"Same length",35,32,"Index finger",August,Summer,Yes,No,"Rice/Noodle dishes","Soft drink (caffeinated)","Computers and technology",5,9,2,"Yes - broadband connection","In person",100,100,10,4,10,2,5,30,10,30,50,0,0,10,"A lot","Undergraduate degree","Rap/Hip hop",Telepathy,Happy,"Religious figure",Religious
USA,CA,2018,"12        ",Male,18,Right-Handed,193,32,196,1,Car,5,0.407,39,"Football (American)",999,500,500,200,1000,1000,32,"Same length",60,70,"Ring finger",September,Fall,No,No,Pizza/Pasta,Water,"Physical education",8,9,5,"Yes - broadband connection","Text messaging",100,100,14,1,5,3,14,14,7,7,14,1,0,1,"Very little","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,"Arts, culture, sports"
USA,CA,2021,"12        ",Male,17,Right-Handed,177,24,58,2,Car,20,0.398,34,Dancing,620,460,444,620,455,636,25,"Left foot",75,75,"Same length",June,Winter,No,No,Seafood,Juice,"Mathematics and statistics",6,5,4,"Yes - other","Text messaging",45,52,4,1,4,4,2,12,8,11,12,3,0,4,Some,"Some college",Other,"Super strength",Healthy,Other,Environment
USA,CA,2012,"12        ",Female,17,Right-Handed,171,22.5,154,1,Car,5,.367,42,Tennis,900,900,900,900,1000,1002,22.5,"Same length",67,75,"Ring finger",July,Summer,Yes,No,Vegetables,Water,Science,7,8,3,"Yes - broadband connection","In person",30,30,24,1,12,5,16,0,5,10,15,2,4,6,"A lot",Other,Pop,Telepathy,Happy,"Community leader or elder",Religious
USA,CA,2020,"7         ",Female,12,Right-Handed,5.6,7.5,,2,Car,20,0.558,59,"Martial Arts",497,385,455,540,492,1000,,"Same length",,,,,,,,,,,,,,,,,,"30 m","1 hr","30 m",,,,,,,,,,None,"Some college",Other,Telepathy,Happy,Friend,"Education/Youth development"
