Region,Gender,Handed,Favourite_physical_activity,Importance_reducing_pollution,Birth_month,Beverage,Favorite_School_Subject,Sleep_Hours_Non_Schoolnight,Paid_Work_Hours,Work_At_Home_Hours,Planned_Education_Level
FL,Female,Right-Handed,Basketball,545,August,Water,Mathematics and statistics,10,2,2,Graduate degree
FL,Female,Right-Handed,Running/Jogging,700,June,Water,English,8,0,7,Graduate degree
FL,Male,Right-Handed,Walking/Hiking,300,March,Tea,History,8,0,5,Graduate degree
FL,Male,Right-Handed,Skateboarding/Rollerblading,950,December,Water,Art,8,4,1,Some college
FL,Male,Right-Handed,Soccer,856,May,Water,Computers and technology,9,8,15,Graduate degree
FL,Female,Ambidextrous,Tennis,999,March,Water,Art,10,0,0,High school
FL,Male,Right-Handed,Martial Arts,1000,December,Water,Social studies,12,1,1,Graduate degree
FL,Female,Right-Handed,Other,600,August,Water,Science,12,0,0,Graduate degree
FL,Male,Right-Handed,Basketball,500,October,Soft drink (caffeinated),Mathematics and statistics,9,0,6,Graduate degree
FL,Male,Right-Handed,Lacrosse,250,July,Tea,Physical education,9,0,9,Graduate degree
FL,Male,Right-Handed,Tennis,800,April,Water,History,10,0,5,Undergraduate degree
FL,Male,Right-Handed,Table Tennis,800,February,Water,Music,10,0,2,Graduate degree
FL,Male,Right-Handed,Swimming,700,July,Water,Music,8,0,6,Some college
FL,Female,Right-Handed,Swimming,450,August,Juice,Mathematics and statistics,10,0,10,Graduate degree
FL,Male,Ambidextrous,Running/Jogging,500,August,Soft drink (caffeinated),History,9,2,3,Graduate degree
FL,Male,Right-Handed,Football (American),500,February,Sports drink,Science,8,0,0,Graduate degree
FL,Female,Right-Handed,Soccer,1000,September,Water,Languages,8,24,10,Graduate degree
FL,Male,Right-Handed,Soccer,900,April,Water,Science,9,10,10,Undergraduate degree
FL,Male,Right-Handed,Baseball/Softball,800,September,Water,Science,10,0,0,Graduate degree
FL,Male,Right-Handed,Rowing,500,July,Water,Mathematics and statistics,9,0,0,Graduate degree
FL,Male,Right-Handed,Running/Jogging,631,November,Water,Art,9,2,2,Graduate degree
FL,Male,Right-Handed,Hockey (Ice),500,May,Soft drink (caffeinated),Science,8,6,6,Graduate degree
FL,Male,Right-Handed,Other,1000,December,Water,Science,10,16,25,Graduate degree
FL,Female,Right-Handed,Tennis,0,August,Water,English,8,0,5,Graduate degree
FL,Female,Right-Handed,Swimming,40,July,Juice,Science,11,0,0,Graduate degree
FL,Female,Right-Handed,Other,1000,November,Water,Science,8,22,12,Graduate degree
FL,Male,Right-Handed,Golf,10,June,Water,English,10,10,0,Graduate degree
FL,Female,Right-Handed,Other,500,October,Water,English,12,0,2,Graduate degree
FL,Male,Right-Handed,Athletics,700,October,Water,Science,9,0,2,Graduate degree
FL,Female,Ambidextrous,Athletics,431,February,Water,Social studies,11,0,0,Graduate degree
FL,Male,Right-Handed,Basketball,2,January,Water,Physical education,9,0,0,Some college
FL,Male,Right-Handed,Football (American),8,October,Sports drink,Physical education,10,4,0,Graduate degree
FL,Male,Right-Handed,Basketball,500,December,Powdered drink,Science,9,2,6,Graduate degree
FL,Male,Right-Handed,Hockey (Ice),1000,May,Water,History,5,20,0,Graduate degree
FL,Male,Right-Handed,Tennis,230,November,Water,Computers and technology,10,0,1,Graduate degree
FL,Male,Right-Handed,Basketball,950,December,Powdered drink,Physical education,10,0,2,Graduate degree
FL,Female,Right-Handed,Other,100,May,Water,Art,10,0,2,Graduate degree
FL,Male,Left-Handed,Tennis,600,November,Water,Other,8,0,2,Undergraduate degree
FL,Male,Right-Handed,Other,900,July,Tea,Music,8,0,2,Graduate degree
FL,Female,Right-Handed,Lacrosse,1000,February,Juice,Science,10,8,3,Undergraduate degree
FL,Male,Right-Handed,Rowing,900,May,Water,Mathematics and statistics,8,0,0,Graduate degree
FL,Female,Right-Handed,Other,914,August,Water,English,12,0,0,Graduate degree
FL,Female,Right-Handed,Hockey (Field),0,December,Water,Physical education,6,0,0,Graduate degree
FL,Female,Right-Handed,Gymnastics,500,April,Tea,English,6,20,10,Graduate degree
FL,Male,Right-Handed,Football (American),0,November,Water,History,9,0,6,Graduate degree
FL,Male,Right-Handed,Basketball,1000,May,Water,Science,9,12,2,Graduate degree
FL,Female,Right-Handed,Baseball/Softball,786,October,Water,Science,10,0,7,Graduate degree
FL,Male,Left-Handed,Football (American),1000,October,Water,Physical education,4,20,7,Graduate degree
FL,Male,Right-Handed,Soccer,910,February,Water,Mathematics and statistics,9,0,4,Other
FL,Female,Right-Handed,Running/Jogging,700,September,Water,Science,10,16,28,Graduate degree
FL,Female,Right-Handed,Dancing,1000,January,Water,English,8,0,2,Graduate degree
FL,Female,Right-Handed,Athletics,866,December,Coffee,Other,8,30,2,Graduate degree
FL,Female,Right-Handed,Swimming,1000,January,Energy drink,Art,8,0,6,Graduate degree
FL,Female,Right-Handed,Gymnastics,800,April,Energy drink,Other,8,25,0,Graduate degree
FL,Male,Right-Handed,Basketball,100,June,Soft drink (caffeinated),Social studies,4,0,1,Graduate degree
FL,Female,Right-Handed,Athletics,1000,July,Water,Science,6,4,2,Other
FL,Male,Right-Handed,Football (American),626,January,Water,Science,11,0,3,Graduate degree
FL,Male,Right-Handed,Athletics,5,November,Water,Other,4,0,0,Undergraduate degree
FL,Female,Ambidextrous,Skateboarding/Rollerblading,900,December,Water,Mathematics and statistics,4,19,3,Other
FL,Male,Right-Handed,Lacrosse,802,May,Water,Science,12,40,30,Graduate degree
FL,Female,Right-Handed,Other,2,May,Water,Art,7,0,3,High school
FL,Female,Right-Handed,Swimming,300,May,Water,Social studies,10,0,5,Undergraduate degree
FL,Male,Right-Handed,Baseball/Softball,950,January,Water,Science,8,0,1,Graduate degree
FL,Female,Right-Handed,Baseball/Softball,710,September,Water,Science,8,21,3,Graduate degree
FL,Male,Left-Handed,Football (American),600,February,Water,Mathematics and statistics,10,0,0,Graduate degree
FL,Male,Right-Handed,Soccer,800,October,Water,Mathematics and statistics,10,0,2,Graduate degree
FL,Female,Right-Handed,Other,8,June,Soft drink (caffeinated),Science,8,0,0,High school
FL,Male,Right-Handed,Dancing,551,December,Water,Art,10,0,20,Graduate degree
FL,Female,Right-Handed,Football (American),550,December,Water,Science,11,10,1,Graduate degree
FL,Female,Right-Handed,Other,465,August,Water,Science,11,0,1,Graduate degree
FL,Female,Right-Handed,Other,500,July,Coffee,English,10,2,0,Undergraduate degree
FL,Female,Right-Handed,Other,786,May,Water,Art,9,0,2,Graduate degree
FL,Male,Left-Handed,Athletics,500,November,Milk,English,9,18,0,Some college
FL,Female,Right-Handed,Swimming,900,August,Water,Languages,10,0,10,Graduate degree
FL,Male,Right-Handed,Other,600,January,Water,Science,9,4,1,Some college
FL,Male,Left-Handed,Football (American),500,March,Water,English,10,0,1,Graduate degree
FL,Male,Right-Handed,Baseball/Softball,750,January,Water,Other,8,10,5,Other
FL,Male,Left-Handed,Martial Arts,1000,July,Energy drink,Physical education,12,0,9,Graduate degree
FL,Male,Right-Handed,Football (American),300,April,Juice,English,9,0,0,Graduate degree
FL,Female,Left-Handed,Gymnastics,631,June,Water,History,8,0,2,Graduate degree
FL,Male,Right-Handed,Golf,700,June,Water,Mathematics and statistics,9,0,2,Graduate degree
FL,Male,Right-Handed,Running/Jogging,733,August,Soft drink (caffeinated),Science,7,0,0,Graduate degree
FL,Male,Right-Handed,Baseball/Softball,200,January,Water,Science,10,30,7,Graduate degree
FL,Female,Right-Handed,Tennis,348,April,Water,Mathematics and statistics,6,0,40,Graduate degree
FL,Male,Right-Handed,Football (American),500,January,Water,Other,11,0,5,Graduate degree
FL,Female,Right-Handed,Swimming,100,August,Water,History,7,0,5,Graduate degree
FL,Female,Right-Handed,Other,1000,September,Water,English,10,25,2,Undergraduate degree
FL,Male,Right-Handed,Tennis,500,October,Soft drink (caffeinated),Other,9,0,5,Graduate degree
FL,Male,Right-Handed,Basketball,750,March,Water,Science,5,0,5,Graduate degree
FL,Male,Right-Handed,Skateboarding/Rollerblading,6,June,Soft drink (non-caffeinated),Music,10,0,7,Graduate degree
FL,Male,Right-Handed,Athletics,900,February,Water,Computers and technology,12,0,3,Graduate degree
FL,Female,Right-Handed,Swimming,700,November,Water,Art,9,0,1,Graduate degree
FL,Female,Ambidextrous,Running/Jogging,1000,October,Water,Mathematics and statistics,8,0,5,Graduate degree
FL,Male,Right-Handed,Golf,500,December,Energy drink,Art,5,0,2,Some college
FL,Female,Right-Handed,Running/Jogging,1000,October,Water,English,9,0,2,Undergraduate degree
FL,Female,Right-Handed,Dancing,1000,July,Water,Other,10,0,2,Graduate degree
FL,Male,Right-Handed,Running/Jogging,750,May,Water,History,10,15,2,Graduate degree
FL,Male,Right-Handed,Lacrosse,0,December,Energy drink,Other,3,60,0,Graduate degree
FL,Female,Left-Handed,Martial Arts,500,March,Soft drink (caffeinated),Art,9,0,0,Other
FL,Female,Right-Handed,Other,658,September,Juice,Science,9,0,0,Graduate degree
FL,Male,Left-Handed,Soccer,500,January,Water,Music,10,0,0,Graduate degree
FL,Male,Right-Handed,Rowing,1000,August,Water,Science,10,0,5,Graduate degree
FL,Female,Right-Handed,Other,727,January,Water,Mathematics and statistics,10,0,7,Undergraduate degree
FL,Male,Right-Handed,Baseball/Softball,100,November,Water,Languages,10,0,2,Undergraduate degree
FL,Female,Right-Handed,Athletics,500,July,Tea,Physical education,10,35,7,Graduate degree
FL,Male,Left-Handed,Swimming,752,December,Water,Mathematics and statistics,9,0,0,Graduate degree
FL,Female,Right-Handed,Dancing,706,September,Juice,Mathematics and statistics,8,10,2,Graduate degree
FL,Male,Ambidextrous,Tennis,400,January,Soft drink (caffeinated),Computers and technology,12,0,0,Other
FL,Male,Right-Handed,Lacrosse,529,January,Water,History,5,0,4,Graduate degree
FL,Female,Right-Handed,Swimming,985,April,Juice,English,10,0,1,Graduate degree
FL,Female,Right-Handed,Gymnastics,900,May,Water,Art,7,30,4,Graduate degree
FL,Male,Right-Handed,Basketball,500,December,Soft drink (caffeinated),Mathematics and statistics,10,10,2,Graduate degree
FL,Male,Left-Handed,Baseball/Softball,557,May,Water,History,11,0,0,Graduate degree
FL,Female,Right-Handed,Swimming,95,January,Tea,Art,10,0,1,Graduate degree
FL,Male,Right-Handed,Other,500,October,Tea,Other,8,4,4,Graduate degree
FL,Female,Right-Handed,Gymnastics,500,November,Water,Science,8,10,10,Some college
NY,Female,Right-Handed,Other,900,March,Water,Mathematics and statistics,6,20,1,Undergraduate degree
NY,Female,Right-Handed,Dancing,781,February,Soft drink (non-caffeinated),Music,9,1,2,Graduate degree
NY,Male,Left-Handed,Dancing,700,November,Juice,Music,10,0,3,Graduate degree
NY,Male,Ambidextrous,Soccer,1000,September,Water,History,10,60,3,Graduate degree
NY,Female,Right-Handed,Other,500,November,Water,Science,12,0,2,Graduate degree
NY,Female,Right-Handed,Athletics,1000,September,Water,Art,11,0,0,Undergraduate degree
NY,Male,Right-Handed,Baseball/Softball,700,June,Water,History,9,0,0,Other
NY,Male,Right-Handed,Other,750,June,Water,Mathematics and statistics,8,0,2,Graduate degree
NY,Female,Right-Handed,Tennis,1000,October,Water,History,9,0,0,Graduate degree
NY,Male,Right-Handed,Soccer,695,March,Soft drink (non-caffeinated),History,9,0,0,Graduate degree
NY,Female,Right-Handed,Running/Jogging,882,December,Water,Science,9,0,2,Undergraduate degree
NY,Female,Right-Handed,Gymnastics,750,November,Water,Other,10,0,2,Graduate degree
NY,Male,Ambidextrous,Football (American),127,July,Soft drink (caffeinated),Computers and technology,3,40,1,Graduate degree
NY,Male,Right-Handed,Hockey (Ice),0,February,Milk,Science,9,11,9,Less than high school
NY,Female,Right-Handed,Walking/Hiking,90,December,Water,Art,11,0,2,Graduate degree
NY,Male,Right-Handed,Basketball,900,December,Water,Physical education,9,12,2,Undergraduate degree
NY,Male,Right-Handed,Martial Arts,1000,March,Water,Physical education,14,0,0,Graduate degree
NY,Female,Right-Handed,Baseball/Softball,800,February,Water,English,6,0,8,Graduate degree
NY,Male,Ambidextrous,Golf,890,July,Water,History,7,12,3,Graduate degree
NY,Male,Right-Handed,Cycling,760,May,Water,Languages,9,0,2,Undergraduate degree
NY,Male,Right-Handed,Football (American),1000,November,Milk,History,10,8,8,Graduate degree
NY,Female,Right-Handed,Soccer,950,October,Water,History,11,0,0,Graduate degree
NY,Female,Right-Handed,Bowling,759,April,Water,Art,9,0,7,Graduate degree
NY,Female,Right-Handed,Soccer,800,November,Coffee,Physical education,10,0,4,Graduate degree
NY,Female,Left-Handed,Tennis,900,July,Water,English,10,0,2,Graduate degree
NY,Male,Right-Handed,Lacrosse,700,June,Water,Mathematics and statistics,7,0,20,Graduate degree
NY,Male,Right-Handed,Walking/Hiking,960,January,Water,History,9,0,5,Graduate degree
NY,Female,Right-Handed,Baseball/Softball,988,October,Water,Art,9,0,5,Graduate degree
NY,Female,Right-Handed,Martial Arts,900,August,Water,Music,8,0,4,Some college
NY,Female,Right-Handed,Basketball,1000,December,Water,English,9,7,1,Graduate degree
NY,Female,Right-Handed,Soccer,594,December,Water,Art,8,20,10,Undergraduate degree
NY,Female,Right-Handed,Athletics,1000,July,Water,Physical education,5,12,5,Undergraduate degree
NY,Female,Right-Handed,Dancing,904,April,Juice,Other,9,5,7,Undergraduate degree
NY,Female,Right-Handed,Swimming,2,June,Water,Science,8,0,2,Undergraduate degree
NY,Male,Right-Handed,Soccer,1000,October,Water,Art,8,0,0,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,800,December,Coffee,Social studies,9,0,5,Graduate degree
NY,Male,Right-Handed,Hockey (Ice),500,August,Tea,Science,4,10,0,Graduate degree
NY,Female,Right-Handed,Swimming,749,February,Milk,Social studies,7,0,1,Graduate degree
NY,Female,Right-Handed,Athletics,900,August,Juice,Mathematics and statistics,9,0,2,Graduate degree
NY,Male,Left-Handed,Football (American),400,December,Sports drink,English,9,0,5,Undergraduate degree
NY,Male,Right-Handed,Soccer,898,March,Water,Other,8,1,3,Undergraduate degree
NY,Female,Right-Handed,Bowling,600,September,Juice,Social studies,8,0,3,Undergraduate degree
NY,Male,Right-Handed,Football (American),1000,March,Water,Physical education,10,0,1,Undergraduate degree
NY,Male,Right-Handed,Swimming,700,January,Water,Mathematics and statistics,6,12,3,Other
NY,Female,Right-Handed,Other,95,November,Water,Languages,10,6,1,Graduate degree
NY,Male,Right-Handed,Hockey (Ice),888,July,Water,English,8,0,1,Graduate degree
NY,Female,Right-Handed,Swimming,460,May,Powdered drink,Mathematics and statistics,9,0,2,Graduate degree
NY,Male,Right-Handed,Football (American),920,August,Water,Computers and technology,9,18,2,Graduate degree
NY,Female,Right-Handed,Swimming,754,September,Water,Physical education,6,0,1,Some college
NY,Male,Right-Handed,Running/Jogging,583,January,Water,Science,2,0,0,High school
NY,Female,Right-Handed,Basketball,70,May,Water,Mathematics and statistics,8,0,4,Graduate degree
NY,Male,Ambidextrous,Football (American),791,May,Water,Physical education,7,0,4,Undergraduate degree
NY,Male,Right-Handed,Basketball,1000,August,Sports drink,Physical education,4,20,10,Graduate degree
NY,Female,Right-Handed,Baseball/Softball,898,April,Water,History,8,0,0,Graduate degree
NY,Female,Right-Handed,Soccer,973,January,Water,Other,10,0,15,Graduate degree
NY,Female,Right-Handed,Swimming,60,May,Water,Mathematics and statistics,9,0,2,Graduate degree
NY,Male,Right-Handed,Football (American),305,June,Water,Social studies,12,14,7,Other
NY,Male,Ambidextrous,Football (American),428,November,Water,Other,12,0,7,Undergraduate degree
NY,Female,Right-Handed,Dancing,1000,June,Water,Social studies,9,2,5,Undergraduate degree
NY,Female,Right-Handed,Running/Jogging,1000,June,Water,English,8,0,1,Some college
NY,Female,Right-Handed,Tennis,950,August,Juice,English,11,0,2,Some college
NY,Female,Right-Handed,Baseball/Softball,500,October,Water,Art,8,0,2,Graduate degree
NY,Female,Right-Handed,Swimming,750,July,Juice,Art,10,8,1,Graduate degree
NY,Female,Right-Handed,Dancing,487,October,Water,Science,9,0,5,Graduate degree
NY,Male,Right-Handed,Football (American),500,June,Water,English,8,0,1,Graduate degree
NY,Male,Right-Handed,Bowling,481,April,Juice,English,4,7,1,Some college
NY,Male,Right-Handed,Baseball/Softball,780,March,Water,Physical education,10,0,0,Graduate degree
NY,Female,Left-Handed,Basketball,369,May,Other,Physical education,10,0,0,Graduate degree
NY,Male,Right-Handed,Football (American),1000,December,Water,Physical education,8,0,7,Other
NY,Female,Right-Handed,Other,800,August,Water,Science,9,6,4,Graduate degree
NY,Male,Right-Handed,Basketball,818,September,Water,History,11,15,5,Graduate degree
NY,Male,Right-Handed,Tennis,900,March,Water,Music,10,0,1,Graduate degree
NY,Female,Right-Handed,Dancing,700,February,Soft drink (non-caffeinated),History,6,3,4,Some college
NY,Male,Right-Handed,Basketball,1000,June,Water,Science,4,0,2,Undergraduate degree
NY,Female,Right-Handed,Swimming,770,December,Water,Science,10,0,5,Graduate degree
NY,Female,Right-Handed,Other,700,May,Tea,Social studies,13,0,1,Graduate degree
NY,Male,Right-Handed,Athletics,0,August,Water,Computers and technology,6,0,5,Some college
NY,Male,Left-Handed,Bowling,102,December,Soft drink (caffeinated),Science,12,16,2,High school
NY,Female,Right-Handed,Swimming,695,February,Water,Art,9,0,21,Graduate degree
NY,Male,Left-Handed,Tennis,690,June,Water,Mathematics and statistics,5,30,0,Graduate degree
NY,Male,Right-Handed,Other,1000,June,Water,Mathematics and statistics,6,0,4,Graduate degree
NY,Male,Ambidextrous,Running/Jogging,950,June,Water,Science,8,0,2,Graduate degree
NY,Female,Right-Handed,Athletics,1000,June,Water,English,9,0,5,Other
NY,Male,Left-Handed,Martial Arts,824,July,Water,Computers and technology,7,0,3,Some college
NY,Male,Right-Handed,Soccer,970,June,Water,Social studies,9,1,2,Other
NY,Male,Right-Handed,Basketball,930,April,Tea,Other,8,0,4,Graduate degree
NY,Female,Right-Handed,Swimming,1000,January,Milk,Science,9,0,1,Graduate degree
NY,Female,Right-Handed,Swimming,1000,April,Water,Mathematics and statistics,12,0,3,Graduate degree
NY,Female,Right-Handed,Tennis,1000,August,Tea,History,10,4,56,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,900,November,Water,History,8,0,1,Graduate degree
NY,Male,Right-Handed,Bowling,850,June,Water,Mathematics and statistics,8,16,2,Graduate degree
NY,Female,Right-Handed,Soccer,800,May,Coffee,Science,10,5,1,Graduate degree
NY,Female,Right-Handed,Gymnastics,1000,August,Water,Science,12,0,5,Graduate degree
NY,Male,Left-Handed,Basketball,700,January,Water,Mathematics and statistics,8,8,1,Undergraduate degree
NY,Female,Right-Handed,Cycling,900,March,Tea,Art,8,22,6,Undergraduate degree
NY,Female,Right-Handed,Soccer,1000,November,Milk,Art,10,0,0,Graduate degree
NY,Male,Right-Handed,Skateboarding/Rollerblading,1000,October,Tea,Art,8,0,3,Other
NY,Male,Ambidextrous,Baseball/Softball,374,October,Milk,Physical education,9,2,30,Undergraduate degree
NY,Male,Right-Handed,Soccer,1000,November,Water,Social studies,12,0,8,Graduate degree
NY,Female,Right-Handed,Dancing,1000,March,Water,Mathematics and statistics,10,0,1,Graduate degree
NY,Male,Right-Handed,Walking/Hiking,893,October,Milk,History,10,0,2,High school
NY,Female,Right-Handed,Other,1000,August,Tea,Science,9,0,5,Graduate degree
NY,Female,Right-Handed,Soccer,506,November,Coffee,Physical education,8,25,5,Some college
NY,Male,Left-Handed,Soccer,900,December,Water,Social studies,12,0,5,Graduate degree
NY,Female,Right-Handed,Lacrosse,700,February,Water,History,9,5,4,Graduate degree
NY,Female,Right-Handed,Other,802,June,Juice,Music,12,15,5,Undergraduate degree
NY,Female,Right-Handed,Cycling,750,November,Water,Mathematics and statistics,8,0,5,Graduate degree
NY,Male,Right-Handed,Baseball/Softball,385,December,Sports drink,Physical education,7,3,4,Some college
NY,Male,Right-Handed,Other,684,September,Coffee,Science,11,3,1,Graduate degree
NY,Male,Right-Handed,Basketball,1000,May,Water,English,11,0,2,Other
NY,Male,Right-Handed,Other,642,August,Tea,English,1,0,6,Graduate degree
NY,Male,Right-Handed,Other,1000,August,Water,Mathematics and statistics,10,0,1,Graduate degree
NY,Female,Right-Handed,Hockey (Field),519,March,Water,Mathematics and statistics,10,8,8,Graduate degree
NY,Male,Right-Handed,Football (American),0,June,Water,History,10,0,0,Graduate degree
NY,Male,Right-Handed,Lacrosse,300,January,Water,Science,6,15,10,Graduate degree
NY,Female,Right-Handed,Other,600,November,Water,English,8,15,0,Some college
NY,Male,Right-Handed,Running/Jogging,1,May,Water,Mathematics and statistics,9,7,2,Graduate degree
NY,Female,Right-Handed,Swimming,800,October,Tea,Art,4,0,6,Graduate degree
NY,Female,Right-Handed,Other,1000,March,Juice,Art,5,0,7,Graduate degree
NY,Female,Right-Handed,Football (American),727,November,Water,Art,4,30,5,Graduate degree
NY,Female,Right-Handed,Cycling,900,April,Water,Mathematics and statistics,7,5,0,Graduate degree
NY,Female,Right-Handed,Swimming,1000,December,Water,Science,12,10,3,Graduate degree
NY,Male,Ambidextrous,Basketball,674,July,Energy drink,Languages,9,0,2,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,800,February,Coffee,Mathematics and statistics,10,24,4,Graduate degree
NY,Female,Right-Handed,Other,1000,December,Water,English,9,0,1,Graduate degree
NY,Male,Right-Handed,Other,900,December,Water,Social studies,8,6,1,Graduate degree
NY,Female,Right-Handed,Soccer,631,August,Juice,Art,8,4,2,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,1000,May,Water,Science,12,0,0,Undergraduate degree
NY,Female,Right-Handed,Soccer,679,June,Water,English,11,4,2,Graduate degree
NY,Female,Right-Handed,Basketball,1000,August,Water,Mathematics and statistics,9,0,6,Graduate degree
NY,Female,Left-Handed,Other,503,August,Juice,Art,9,1,1,Some college
NY,Male,Right-Handed,Soccer,1000,April,Water,History,8,1,2,Undergraduate degree
NY,Female,Left-Handed,Walking/Hiking,1000,November,Water,Science,8,0,0,Undergraduate degree
NY,Male,Right-Handed,Soccer,1000,May,Water,Science,9,4,8,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,900,April,Water,Science,11,0,0,Graduate degree
NY,Male,Right-Handed,Other,600,October,Water,Science,8,4,2,Graduate degree
NY,Male,Right-Handed,Martial Arts,765,November,Water,Science,7,27,4,Graduate degree
NY,Male,Right-Handed,Athletics,1000,September,Water,History,9,0,0,Graduate degree
NY,Male,Right-Handed,Swimming,700,June,Soft drink (non-caffeinated),History,9,6,6,Undergraduate degree
NY,Female,Right-Handed,Other,700,March,Soft drink (non-caffeinated),Mathematics and statistics,8,20,1,Graduate degree
NY,Female,Right-Handed,Soccer,610,October,Juice,Mathematics and statistics,8,0,3,Graduate degree
NY,Female,Left-Handed,Dancing,700,October,Juice,Art,10,0,0,Graduate degree
NY,Male,Right-Handed,Swimming,500,March,Water,Mathematics and statistics,10,0,10,Graduate degree
NY,Female,Ambidextrous,Other,1000,February,Soft drink (caffeinated),Music,10,30,10,Some college
NY,Female,Right-Handed,Other,1000,April,Water,Art,9,5,10,Graduate degree
NY,Male,Right-Handed,Soccer,250,July,Water,Mathematics and statistics,7,0,0,Graduate degree
NY,Male,Right-Handed,Football (American),0,September,Water,Computers and technology,6,18,7,Undergraduate degree
NY,Male,Right-Handed,Basketball,100,March,Juice,Other,8,5,6,Some college
NY,Male,Right-Handed,Bowling,900,June,Water,Mathematics and statistics,8,0,1,Graduate degree
NY,Male,Right-Handed,Basketball,600,December,Sports drink,Physical education,5,3,3,Graduate degree
NY,Male,Right-Handed,Baseball/Softball,300,May,Sports drink,History,10,10,1,Graduate degree
NY,Male,Left-Handed,Baseball/Softball,800,March,Water,English,9,0,10,Graduate degree
NY,Male,Right-Handed,Cycling,754,February,Water,Science,8,0,5,Graduate degree
NY,Female,Right-Handed,Athletics,1000,February,Water,Science,10,0,5,Graduate degree
NY,Female,Left-Handed,Dancing,1000,February,Water,English,10,0,5,Graduate degree
NY,Female,Right-Handed,Other,500,September,Water,Mathematics and statistics,9,25,15,Graduate degree
NY,Female,Right-Handed,Swimming,500,October,Other,Mathematics and statistics,10,8,11,Graduate degree
NY,Female,Left-Handed,Lacrosse,600,March,Water,Physical education,8,0,1,Graduate degree
NY,Male,Left-Handed,Soccer,0,May,Juice,Physical education,10,0,1,Graduate degree
NY,Female,Right-Handed,Athletics,5,May,Water,English,10,0,6,Graduate degree
NY,Male,Right-Handed,Baseball/Softball,720,November,Juice,Other,10,0,0,Undergraduate degree
NY,Male,Right-Handed,Tennis,700,March,Tea,Mathematics and statistics,11,0,0,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,1000,June,Water,Mathematics and statistics,7,6,2,Graduate degree
NY,Male,Right-Handed,Swimming,849,May,Water,Mathematics and statistics,8,3,5,Graduate degree
NY,Female,Right-Handed,Swimming,500,January,Water,Computers and technology,9,0,12,Graduate degree
NY,Male,Right-Handed,Lacrosse,465,March,Water,History,6,2,1,Graduate degree
NY,Female,Right-Handed,Soccer,400,January,Other,Art,9,0,2,Graduate degree
NY,Female,Right-Handed,Soccer,1000,November,Water,History,11,25,10,Graduate degree
NY,Female,Right-Handed,Athletics,1000,February,Water,Languages,8,0,2,Graduate degree
NY,Female,Right-Handed,Soccer,950,May,Water,English,9,12,14,Graduate degree
NY,Female,Right-Handed,Other,600,April,Water,Science,12,12,3,Graduate degree
NY,Male,Right-Handed,Soccer,400,July,Water,Social studies,9,0,2,Graduate degree
NY,Female,Right-Handed,Soccer,600,June,Water,Mathematics and statistics,9,8,5,Graduate degree
NY,Female,Right-Handed,Cycling,893,January,Tea,Languages,10,15,4,Graduate degree
NY,Male,Right-Handed,Basketball,1000,July,Water,English,9,0,2,Graduate degree
NY,Male,Right-Handed,Basketball,610,November,Water,Languages,11,0,2,Undergraduate degree
NY,Male,Right-Handed,Baseball/Softball,780,March,Water,Physical education,10,0,0,Graduate degree
NY,Male,Right-Handed,Soccer,594,December,Water,Computers and technology,11,0,2,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,600,November,Water,Computers and technology,10,0,2,Graduate degree
NY,Male,Right-Handed,Other,144,September,Water,Social studies,9,0,1,Graduate degree
NY,Female,Right-Handed,Dancing,759,December,Water,Mathematics and statistics,10,8,5,Other
NY,Male,Right-Handed,Other,800,March,Water,Mathematics and statistics,6,0,1,Undergraduate degree
NY,Male,Left-Handed,Tennis,500,February,Water,Mathematics and statistics,10,16,6,Undergraduate degree
NY,Female,Right-Handed,Other,900,July,Water,Science,11,2,5,Graduate degree
NY,Male,Right-Handed,Table Tennis,300,December,Water,Science,10,0,5,Graduate degree
NY,Male,Right-Handed,Baseball/Softball,850,May,Water,Mathematics and statistics,10,4,1,Graduate degree
NY,Male,Right-Handed,Basketball,1000,February,Water,Science,8,7,4,Graduate degree
NY,Female,Right-Handed,Table Tennis,1000,October,Water,Other,10,10,3,Graduate degree
NY,Female,Right-Handed,Dancing,1000,June,Coffee,Social studies,8,3,5,Other
NY,Female,Right-Handed,Walking/Hiking,900,May,Powdered drink,English,8,0,5,Graduate degree
NY,Female,Right-Handed,Other,1000,August,Milk,Science,10,3,1,Some college
NY,Male,Right-Handed,Basketball,733,January,Water,Mathematics and statistics,10,0,4,Undergraduate degree
NY,Male,Right-Handed,Baseball/Softball,700,January,Soft drink (non-caffeinated),Social studies,12,0,1,Other
NY,Female,Right-Handed,Bowling,1000,March,Water,History,7,0,4,Graduate degree
NY,Female,Right-Handed,Walking/Hiking,797,May,Water,English,8,0,2,Graduate degree
NY,Female,Right-Handed,Athletics,856,September,Water,Science,10,64,15,Graduate degree
NY,Female,Right-Handed,Soccer,1000,March,Water,History,9,0,2,Graduate degree
NY,Female,Right-Handed,Other,444,September,Water,Mathematics and statistics,12,10,1,Graduate degree
